battery_voltage,battery_current,battery_charge,temperature,solar_power,communication_signal,packet_loss,pitch,yaw,roll,payload_temp
29.49,4.37,85.6,24.7,604.2,-79.03,0.006,0.35,-0.46,0.08,25.8
29.3,4.99,85.7,24.5,603.61,-79.76,0.018,-0.88,0.04,0.06,25.88
29.34,5.01,84.1,24.3,624.14,-79.73,0.038,-0.35,0.64,0.44,25.69
29.28,5.0,84.9,24.14,598.3,-78.32,0.006,-0.02,-1.04,-0.19,25.61
29.37,5.4,84.7,24.12,597.63,-76.76,0.034,-0.54,-0.22,-0.15,24.81
29.39,4.86,85.1,23.81,599.45,-78.64,0.011,-0.24,-0.09,0.05,25.26
29.2,5.33,83.7,22.91,591.07,-79.84,0.029,0.56,0.3,-0.84,24.57
29.37,5.34,83.8,23.69,583.04,-82.03,0.02,-1.23,-0.03,-0.5,24.52
29.34,5.48,83.8,23.27,580.68,-78.09,0.062,0.1,0.2,0.62,24.97
29.23,5.02,83.0,23.56,596.63,-80.52,0.078,-0.63,0.09,-0.26,24.24
29.04,5.45,82.8,23.23,567.66,-82.94,0.015,-0.17,-0.07,-0.97,24.03
29.0,5.69,82.6,23.38,565.96,-82.28,0.014,-0.15,0.32,-0.78,24.21
28.95,5.92,82.7,23.02,570.26,-82.59,0.028,0.07,-0.01,-0.43,24.51
29.14,6.38,84.1,22.43,566.71,-82.49,0.01,-0.04,0.12,-0.27,24.77
28.86,6.15,82.4,22.28,563.51,-79.44,0.026,0.18,-0.01,-0.24,24.11
29.06,6.12,82.7,22.15,554.11,-80.8,0.016,0.37,-0.26,0.69,23.96
28.83,6.44,82.1,22.14,532.48,-80.42,0.019,-0.94,0.54,0.14,23.35
29.03,6.04,81.7,22.06,556.53,-85.57,0.047,-0.21,0.77,0.59,24.23
28.92,6.67,81.8,22.49,525.13,-80.36,0.004,-0.47,-0.13,0.16,23.14
29.05,6.62,82.3,22.09,536.13,-80.7,0.005,-1.04,-0.68,0.21,22.91
29.01,6.22,81.4,21.24,522.19,-84.47,0.004,-0.59,0.55,-0.16,22.93
29.03,7.01,81.2,21.46,525.84,-83.79,0.029,0.61,-0.54,0.57,22.75
29.01,6.64,81.0,21.62,526.63,-80.36,0.061,-0.15,0.83,-0.53,21.98
28.84,7.24,80.3,21.16,523.55,-83.09,0.07,0.31,0.72,-0.09,22.1
28.67,6.75,81.8,21.41,521.67,-80.82,0.022,0.26,0.03,-0.66,22.4
28.67,6.56,80.5,20.97,530.84,-82.46,0.031,-0.54,-0.51,0.28,21.8
28.53,6.57,81.9,21.1,516.62,-83.38,0.035,0.32,0.07,0.77,22.26
28.64,6.76,80.8,20.83,507.17,-82.95,0.019,-0.66,-0.1,0.23,21.89
28.76,6.77,81.7,20.96,516.91,-85.86,0.032,0.43,-0.23,-1.26,22.14
28.68,7.39,80.3,21.32,516.96,-82.44,0.013,-0.36,0.92,1.13,21.6
28.71,7.07,79.8,21.02,490.73,-84.94,0.03,-0.8,0.27,-0.13,21.74
28.79,6.66,81.1,20.23,507.07,-86.02,0.021,0.08,0.43,0.33,20.71
28.68,7.28,79.8,21.39,506.34,-85.63,0.005,-0.42,-0.77,0.03,20.7
28.58,7.31,81.2,20.83,494.74,-84.9,0.056,0.38,0.84,-0.3,20.92
28.7,7.2,80.6,20.08,510.0,-82.78,0.009,0.43,-0.55,-0.6,21.28
28.6,7.48,81.3,19.93,493.43,-84.99,0.003,-1.79,-0.12,0.28,20.75
28.67,7.45,79.3,20.27,495.03,-82.78,0.053,2.07,0.02,0.48,21.27
28.86,7.71,80.8,20.32,491.03,-82.71,0.06,-0.77,0.42,-0.33,21.06
28.67,7.75,79.4,20.62,492.07,-82.71,0.001,0.43,0.71,-0.7,20.64
28.91,7.74,78.1,20.11,480.25,-81.52,0.083,-0.27,0.25,-0.15,20.85
28.87,7.29,80.7,19.63,476.27,-83.69,0.002,0.2,0.39,0.88,20.52
28.63,8.36,80.0,19.62,506.24,-83.64,0.007,-0.37,-1.37,0.41,20.76
28.57,7.31,80.8,19.96,481.6,-85.59,0.0,0.88,0.64,-0.07,20.37
28.71,7.78,80.1,19.22,480.09,-88.21,0.0,-0.86,0.15,-0.57,20.69
28.86,7.54,80.1,20.16,468.56,-84.37,0.003,0.62,-0.08,0.15,21.03
28.67,8.02,81.3,19.4,483.95,-87.01,0.065,-1.15,0.18,0.66,19.95
28.84,7.98,80.2,19.89,477.52,-87.16,0.002,0.06,0.1,0.09,20.13
28.89,7.93,79.8,19.94,507.73,-86.92,0.041,-0.83,0.33,0.12,20.12
28.66,8.47,80.2,20.56,502.13,-84.3,0.025,0.43,-0.61,0.39,20.48
28.68,8.38,80.5,19.35,486.03,-83.92,0.046,0.21,-0.11,0.01,20.67
28.86,7.97,78.1,19.34,516.46,-85.23,0.054,0.32,-0.6,-0.25,19.62
28.81,8.34,80.9,19.31,504.94,-87.23,0.016,-0.16,0.4,0.2,20.23
28.72,8.59,81.7,19.47,493.21,-86.08,0.005,-0.16,0.32,0.32,20.31
28.78,8.47,80.6,19.18,472.96,-83.63,0.0,-0.08,-0.27,0.26,20.65
28.83,8.11,80.5,19.82,522.5,-86.23,0.066,-0.7,-0.97,-0.54,19.95
28.66,7.69,81.2,19.75,487.48,-86.67,0.024,1.55,-1.18,0.08,20.61
28.96,8.28,82.4,19.32,486.86,-83.97,0.022,-0.48,0.29,-0.92,20.45
28.83,8.39,81.5,19.17,515.62,-82.65,0.041,-0.24,0.38,0.07,21.06
28.57,7.97,81.5,19.28,532.01,-86.64,0.012,0.19,-0.25,-0.01,21.26
28.92,8.21,81.1,19.29,523.82,-88.67,0.151,-0.27,-0.43,0.2,20.73
28.86,8.17,80.7,19.66,518.12,-86.18,0.025,0.17,-1.13,-0.26,20.34
29.17,8.61,81.7,19.58,521.07,-86.86,0.002,-1.11,-1.5,0.27,20.68
28.92,8.75,81.9,19.84,526.42,-84.2,0.006,-0.02,0.8,0.47,20.76
28.89,8.54,80.5,20.11,528.38,-88.4,0.011,-0.56,-0.22,-0.1,20.79
29.1,8.15,81.6,19.74,526.63,-87.92,0.005,0.24,0.28,-0.75,20.81
28.99,8.5,83.3,19.89,528.01,-87.15,0.072,0.92,0.31,0.23,20.91
29.0,8.34,82.4,20.59,529.62,-85.6,0.018,1.14,-0.54,-0.23,21.18
29.18,8.1,80.8,19.99,526.1,-88.28,0.016,-0.27,-0.22,0.15,21.71
29.02,8.73,84.2,19.68,534.33,-85.12,0.042,-1.5,0.84,0.01,20.18
29.0,7.85,82.4,19.89,523.83,-87.51,0.052,0.2,-0.33,-0.83,21.51
29.41,8.23,83.0,19.41,543.5,-89.08,0.009,-0.22,0.03,0.12,21.13
29.31,8.27,84.4,20.25,538.43,-88.12,0.001,-0.56,0.24,0.44,20.84
29.23,7.9,83.2,19.95,541.21,-88.93,0.005,0.15,0.63,-0.27,20.71
29.3,8.12,82.4,19.91,558.07,-88.84,0.059,0.13,0.49,-1.04,21.47
29.39,8.2,84.4,20.01,574.31,-84.04,0.016,0.43,-0.69,0.2,21.46
29.48,7.95,85.1,20.8,573.79,-86.74,0.008,-0.3,0.41,-0.13,21.12
29.3,7.97,84.3,20.4,553.19,-85.37,0.13,-0.36,-0.48,0.91,21.64
29.47,7.82,84.8,20.86,563.37,-87.6,0.007,-0.38,-0.38,-0.6,22.18
29.39,7.98,84.2,20.83,587.12,-86.08,0.049,-0.41,-0.63,1.02,22.51
29.47,7.62,84.6,20.87,572.41,-88.21,0.245,0.41,0.08,0.45,22.05
29.54,7.54,85.3,20.77,584.58,-84.43,0.005,-0.48,-0.14,-0.0,22.18
29.55,7.59,86.4,21.19,596.97,-87.38,0.034,-0.86,1.2,-0.37,22.5
29.68,7.88,86.2,20.98,586.49,-88.26,0.054,0.29,0.89,-0.38,22.85
29.68,6.95,87.1,21.31,601.99,-88.9,0.076,0.27,-0.37,-0.05,22.59
29.48,7.14,87.9,21.76,592.4,-88.7,0.011,1.15,-0.69,0.59,22.79
29.53,8.03,87.5,21.96,604.58,-88.87,0.002,1.49,-0.2,-0.6,22.63
29.68,7.37,85.8,21.47,618.69,-84.36,0.001,0.91,0.25,-0.07,22.86
29.98,7.1,87.1,21.88,604.48,-87.25,0.013,0.4,-0.07,-0.4,22.82
29.69,7.4,88.3,22.08,629.77,-87.34,0.005,-0.01,0.38,-0.19,22.8
29.8,6.86,87.7,22.1,630.15,-81.93,0.014,-0.46,-1.09,0.38,22.88
29.8,6.39,86.8,22.42,640.87,-84.55,0.068,1.33,0.8,-0.04,23.17
29.83,7.06,87.9,22.56,642.59,-88.69,0.008,0.23,1.22,0.23,23.29
29.95,6.66,86.8,23.07,659.02,-84.75,0.026,0.87,-1.06,-0.02,23.94
30.14,6.84,88.6,23.32,651.65,-87.26,0.114,-0.03,0.37,-0.79,24.15
30.06,6.84,88.5,22.65,651.13,-86.88,0.014,0.31,0.08,-1.24,23.96
29.94,6.71,89.0,23.43,661.67,-87.52,0.007,0.12,0.3,-0.35,23.96
30.4,6.08,90.5,23.15,670.89,-86.81,0.088,-0.4,-1.32,0.67,25.31
30.11,6.53,88.7,23.08,670.94,-87.43,0.026,0.33,-1.2,0.62,24.43
30.07,6.58,89.5,23.5,675.83,-86.98,0.002,1.35,-0.01,-0.25,24.54
30.34,5.95,89.4,23.36,673.36,-87.04,0.004,-0.32,-0.39,0.34,24.31
30.14,5.84,91.4,23.57,678.67,-85.64,0.026,-0.13,-0.36,0.4,25.3
30.43,5.9,91.7,23.36,676.16,-85.53,0.02,-1.1,0.21,0.55,25.99
30.16,6.37,91.3,23.92,712.52,-86.01,0.018,0.37,0.73,0.11,25.35
30.47,5.47,91.5,24.37,687.39,-83.92,0.024,0.36,-0.68,-0.41,25.45
30.35,6.24,90.5,24.44,697.65,-84.46,0.014,0.34,0.02,1.1,25.86
30.51,6.04,91.9,24.47,702.09,-84.01,0.054,-0.16,-0.48,0.28,26.04
30.61,5.77,91.0,25.1,722.87,-87.02,0.088,-0.24,0.1,0.01,25.08
30.28,5.33,92.2,25.39,715.54,-87.55,0.011,0.11,-0.16,0.02,26.5
30.6,5.46,92.1,24.97,735.48,-85.31,0.034,0.31,0.36,0.03,27.15
30.3,5.86,92.1,25.5,720.7,-85.02,0.014,-0.01,-0.89,0.47,26.58
30.37,5.93,92.8,25.21,734.59,-87.05,0.005,-0.28,0.4,-0.36,26.68
30.43,5.17,93.5,25.27,727.72,-84.96,0.007,-0.95,-0.5,0.5,27.2
30.61,5.75,94.6,25.72,761.72,-87.94,0.008,0.58,-0.61,-0.16,27.3
30.58,5.55,93.8,25.51,732.5,-85.77,0.02,0.08,-0.28,-0.3,27.26
30.58,5.27,95.3,24.85,751.49,-87.11,0.009,-0.85,0.78,0.26,27.65
30.64,4.99,93.9,25.73,758.64,-84.43,0.022,0.37,0.1,0.94,27.82
30.72,4.97,95.3,25.43,760.25,-83.76,0.0,0.4,0.09,0.54,27.18
30.75,5.63,94.4,25.96,757.97,-87.96,0.011,-0.29,0.57,-0.16,27.33
30.82,5.07,94.4,26.04,762.13,-89.37,0.015,-0.62,-1.72,1.26,27.42
30.93,5.36,94.2,26.18,767.35,-82.23,0.029,0.63,-0.78,0.37,27.48
30.72,4.97,94.8,26.14,768.82,-86.25,0.001,-0.29,-0.1,0.45,28.55
30.68,4.71,95.0,26.22,783.18,-85.2,0.077,-1.41,0.45,-0.08,28.68
30.84,4.97,93.7,26.54,798.78,-85.84,0.011,-0.04,0.22,-0.35,28.67
30.64,5.39,95.5,26.76,774.11,-82.39,0.02,0.09,0.18,-0.23,29.29
30.71,4.49,93.9,26.91,768.87,-82.61,0.036,0.07,0.08,0.29,28.63
30.93,4.91,95.7,27.23,784.43,-84.41,0.014,-0.43,1.11,0.67,28.61
30.81,4.65,95.7,27.5,813.73,-82.75,0.03,0.04,0.72,0.09,29.05
30.69,4.11,96.5,27.01,782.37,-83.22,0.02,0.42,0.05,0.15,29.58
30.67,4.07,94.8,27.17,809.14,-83.06,0.019,-1.28,0.2,0.51,29.0
30.86,4.33,94.8,28.17,811.73,-82.44,0.006,0.33,0.15,-1.16,30.13
31.0,4.54,96.5,27.96,791.47,-83.27,0.015,0.51,-2.14,-1.21,29.43
31.01,4.66,94.8,27.52,804.61,-83.9,0.007,-0.2,-0.58,-0.12,29.77
30.89,3.9,94.8,27.45,816.97,-81.65,0.047,-0.8,-0.09,-0.94,29.73
31.13,4.53,96.0,27.81,798.51,-82.62,0.004,0.54,0.58,-0.56,29.6
30.88,4.28,95.8,27.99,801.73,-82.74,0.001,0.77,0.19,0.02,30.21
30.88,4.29,96.0,28.4,799.26,-82.42,0.015,-0.67,0.35,-0.46,28.55
30.59,4.44,96.4,27.44,796.09,-83.38,0.0,-0.1,-0.55,-0.49,29.88
30.85,4.77,96.4,27.99,800.75,-84.29,0.013,-0.59,-0.26,0.6,30.42
31.0,4.33,95.9,29.03,795.86,-83.13,0.045,-0.37,-1.08,0.15,29.59
31.09,3.81,96.0,28.48,809.13,-81.71,0.048,-0.03,0.4,-1.03,29.96
30.8,4.16,95.9,28.56,801.63,-82.03,0.014,0.56,-0.33,0.53,30.11
30.95,4.46,96.0,28.4,812.05,-83.4,0.029,0.37,-0.57,0.02,30.23
31.02,4.47,94.9,28.94,794.37,-83.74,0.029,0.08,0.19,0.47,30.18
30.89,4.4,96.6,28.08,813.31,-83.31,0.017,1.33,0.7,-0.67,30.06
30.61,4.05,96.8,28.61,818.24,-81.61,0.023,-0.78,0.4,0.11,30.49
30.9,3.8,96.4,28.08,789.72,-78.82,0.029,-0.34,0.06,-0.05,30.88
30.96,4.39,96.3,28.84,812.99,-82.88,0.017,0.06,-0.63,0.27,30.75
30.74,3.86,95.0,28.73,820.96,-79.87,0.087,-0.19,-0.01,-0.05,31.03
30.82,4.44,94.6,28.34,795.87,-82.89,0.06,-0.12,0.19,-0.64,30.57
30.7,4.46,96.3,29.29,823.81,-79.51,0.036,0.52,-0.3,-0.15,31.17
30.52,4.13,95.6,29.2,810.24,-81.55,0.025,-0.53,0.42,0.11,30.17
30.93,4.26,95.6,29.34,797.82,-80.52,0.035,1.07,-0.59,-1.03,31.22
30.8,4.38,95.6,28.46,802.97,-79.2,0.053,-0.55,-0.75,-0.81,31.14
30.97,4.16,95.5,28.65,807.62,-79.99,0.004,-0.44,-0.49,-0.16,30.07
30.87,3.96,95.7,29.42,801.16,-79.62,0.004,0.68,-0.39,0.4,30.88
30.71,4.39,95.0,29.28,804.0,-79.71,0.014,0.73,0.24,-0.2,30.63
30.72,4.46,93.5,29.48,787.47,-76.95,0.086,-0.19,0.8,-0.99,30.63
30.78,4.88,95.4,28.9,796.29,-81.51,0.004,0.75,0.55,-0.14,30.67
30.81,4.28,95.2,28.92,778.23,-79.68,0.022,-0.54,-0.41,-0.08,30.37
30.71,4.88,93.5,29.16,788.89,-79.32,0.008,-1.14,-0.47,-0.37,30.97
30.78,4.26,93.5,28.44,778.46,-80.54,0.005,0.59,-0.43,-0.09,30.56
30.59,4.24,95.0,28.95,777.51,-77.89,0.063,-0.91,-0.31,-0.13,30.06
30.49,4.61,95.0,29.74,794.45,-79.62,0.035,-0.01,0.54,-0.14,30.45
30.57,4.46,91.8,28.69,790.11,-77.62,0.031,1.14,0.76,0.1,30.23
30.58,4.39,94.1,28.21,782.25,-78.59,0.025,-0.57,0.75,-0.41,30.61
30.39,5.44,93.4,28.86,762.09,-79.15,0.038,-0.78,0.36,-0.87,29.78
30.34,4.78,93.5,28.35,766.57,-75.9,0.043,-0.57,0.24,-1.21,31.04
30.53,5.66,93.3,28.57,778.47,-81.12,0.014,-0.74,0.61,0.37,30.22
30.4,4.73,92.4,28.93,764.25,-77.33,0.015,-0.66,-0.0,-0.56,29.6
30.4,4.58,93.4,28.68,782.41,-76.05,0.007,-0.92,-0.05,0.16,29.93
30.35,5.54,92.1,28.24,759.42,-80.27,0.06,0.58,0.11,0.44,29.74
30.55,5.0,93.0,28.63,753.58,-77.97,0.004,-1.01,-0.39,-0.23,29.52
30.49,5.33,93.0,27.67,744.63,-77.12,0.024,0.39,0.39,0.67,29.92
30.16,4.95,91.3,28.24,745.03,-79.03,0.001,-0.99,-0.55,0.63,30.55
30.21,5.41,91.1,27.95,738.05,-76.78,0.021,0.09,-0.14,0.64,30.3
30.34,5.08,91.7,27.17,742.45,-75.39,0.059,0.53,0.99,0.86,29.53
30.28,5.54,92.5,27.48,740.64,-76.34,0.079,-0.02,0.77,0.74,29.03
30.17,5.49,90.6,27.8,718.84,-74.52,0.056,-0.73,0.2,0.52,29.34
30.01,5.78,90.6,27.97,708.94,-78.84,0.043,-0.03,-0.82,-1.04,29.41
30.03,5.97,90.9,27.61,699.37,-77.51,0.005,-0.32,-0.21,-0.09,29.08
30.02,5.93,90.9,27.39,718.23,-79.37,0.027,-0.11,0.54,0.35,29.17
30.08,6.07,90.6,27.66,697.46,-77.71,0.004,-0.77,0.34,-0.05,28.92
30.22,5.97,89.9,27.36,682.26,-76.16,0.003,0.22,-0.11,-0.49,28.73
29.89,5.95,89.4,27.5,702.92,-76.45,0.0,-0.17,0.75,0.34,28.0
29.82,6.3,89.7,27.23,719.15,-77.6,0.008,0.46,-0.02,1.06,28.3
29.9,6.2,86.6,26.66,689.31,-76.9,0.041,0.62,-0.0,0.08,28.98
30.0,6.28,90.4,27.01,692.86,-79.61,0.02,0.21,0.55,-0.25,28.27
29.67,6.5,88.5,26.99,680.37,-76.52,0.005,-0.19,0.1,0.59,28.4
29.98,6.15,88.6,27.01,673.61,-74.19,0.009,-0.46,0.13,0.02,28.59
29.75,6.96,89.9,26.2,678.81,-78.78,0.009,-0.52,-0.55,0.44,27.16
29.65,6.53,87.3,26.12,661.72,-76.45,0.052,0.2,-0.36,-0.95,28.52
29.51,6.72,89.5,26.42,662.29,-74.31,0.01,0.31,-0.01,-0.26,27.72
29.75,6.74,88.0,26.27,657.81,-77.84,0.007,-0.08,1.55,-0.12,27.64
29.61,7.02,87.5,25.66,642.88,-76.56,0.017,-0.01,-0.51,-0.76,26.76
29.62,7.0,87.4,25.46,654.46,-74.48,0.065,-0.83,-0.54,-0.49,27.16
29.46,6.95,86.0,25.4,637.77,-72.29,0.041,0.09,0.04,-0.07,26.39
29.49,7.47,85.1,25.43,626.95,-75.76,0.033,-0.28,1.14,0.08,26.61
29.44,6.14,85.2,24.94,634.88,-75.6,0.076,0.7,0.78,0.13,26.52
29.45,7.54,86.8,25.25,615.55,-77.85,0.048,0.19,-0.38,0.38,26.13
29.35,7.51,85.0,24.35,619.87,-75.52,0.012,-0.18,-0.34,0.71,26.52
29.22,6.75,84.1,24.52,614.58,-76.52,0.002,0.24,0.18,0.34,25.69
29.69,7.64,85.2,24.72,620.64,-75.53,0.003,1.13,-0.28,-0.83,24.93
29.17,7.74,85.5,24.19,609.69,-75.3,0.014,0.52,1.06,-0.07,25.48
29.33,7.65,84.8,24.21,599.89,-76.35,0.013,-0.34,0.3,-0.49,25.91
29.06,7.07,85.0,24.16,603.57,-74.06,0.055,0.31,-0.67,-0.42,26.23
29.0,7.8,85.2,24.8,604.59,-75.18,0.12,1.74,-0.19,0.12,25.61
29.23,7.95,84.5,23.45,591.63,-77.08,0.095,0.53,0.27,0.01,25.35
29.21,7.52,83.7,23.84,581.58,-77.85,0.032,-0.08,0.33,0.46,24.61
29.31,7.88,83.2,23.25,563.85,-73.84,0.016,0.75,0.07,-0.32,25.52
29.18,7.69,84.1,23.09,561.88,-74.35,0.014,-1.08,-0.17,0.4,24.71
29.08,8.1,83.5,23.0,565.12,-75.62,0.001,-0.63,0.51,-0.23,24.57
28.96,7.78,82.4,23.11,557.8,-78.0,0.061,-1.13,0.87,-0.43,24.37
29.23,7.74,83.9,23.52,557.83,-76.52,0.07,-0.95,0.47,0.41,23.5
29.14,7.94,82.9,23.28,556.16,-75.32,0.007,0.01,0.02,1.0,23.96
28.85,7.59,83.0,22.56,556.88,-77.52,0.013,-0.83,-0.65,0.04,23.07
28.98,7.98,82.0,22.49,546.97,-73.33,0.029,-0.6,-0.08,-0.46,23.83
28.97,8.16,83.0,22.65,548.72,-78.0,0.01,-1.03,-0.88,0.3,23.49
28.89,8.34,80.7,22.32,540.79,-78.0,0.013,0.28,0.2,-0.12,22.95
29.01,8.18,83.1,21.94,516.79,-75.94,0.019,-0.74,0.36,0.24,23.51
28.99,7.7,80.1,22.26,523.67,-74.43,0.014,0.52,0.5,0.08,22.77
28.85,8.55,80.4,22.46,528.25,-80.16,0.003,-0.08,0.69,0.75,22.64
28.82,8.59,81.5,22.13,514.34,-77.68,0.039,0.84,0.1,0.51,22.85
29.02,8.21,80.8,22.11,529.3,-80.57,0.005,-0.21,0.66,0.44,22.5
28.93,7.96,80.8,21.46,535.6,-74.56,0.058,0.52,-0.28,0.91,22.47
28.82,8.03,80.5,21.01,529.6,-77.85,0.012,0.12,-0.01,0.37,22.66
28.6,8.14,80.2,20.56,512.53,-74.16,0.009,0.36,0.95,0.24,21.82
28.82,8.28,81.0,20.42,526.96,-79.29,0.037,0.57,0.21,-0.46,21.67
28.85,8.11,80.6,20.96,511.06,-78.39,0.044,0.11,0.48,-0.74,21.78
28.42,7.94,81.2,21.1,503.87,-77.42,0.011,0.23,0.8,0.34,21.74
28.78,8.5,80.5,21.11,498.9,-76.26,0.07,0.34,-0.18,0.81,21.91
28.69,8.26,80.0,20.79,499.96,-76.94,0.033,-0.97,0.26,0.82,22.32
28.7,7.85,80.9,20.35,497.19,-78.08,0.004,0.22,0.99,-0.29,21.42
28.61,8.24,78.8,20.74,501.01,-80.85,0.005,0.5,1.29,-0.6,21.35
28.7,8.18,78.1,19.99,499.3,-77.69,0.008,-0.05,-0.13,-0.11,20.98
28.88,7.9,78.9,19.93,496.26,-77.66,0.046,-0.81,-0.58,-0.89,20.84
28.65,8.45,79.8,20.45,499.28,-78.19,0.082,0.3,0.62,-0.62,21.33
28.82,8.11,80.4,19.72,505.66,-75.54,0.045,-0.84,-0.67,0.01,21.0
28.6,7.97,77.9,19.8,502.25,-78.04,0.001,-1.01,0.46,0.21,21.4
28.79,7.98,80.0,19.66,477.05,-75.58,0.005,0.7,-0.23,-0.1,21.28
28.7,8.11,79.7,19.99,465.67,-77.09,0.023,0.31,-0.01,-0.68,21.11
28.74,7.92,80.1,20.07,500.01,-77.12,0.026,-0.48,0.07,0.69,20.11
28.71,7.87,78.5,20.01,476.62,-76.78,0.055,0.25,0.53,-0.06,20.91
28.79,8.18,82.1,19.54,487.82,-77.62,0.013,-0.12,1.23,0.08,20.2
28.4,7.39,80.1,19.63,478.3,-78.87,0.059,0.48,1.38,-0.41,19.77
28.55,7.39,79.1,19.89,472.07,-77.67,0.005,1.83,-0.2,0.07,20.57
28.78,7.95,80.2,19.41,495.76,-77.2,0.006,-0.53,-0.03,0.77,20.99
28.49,8.4,81.4,19.23,498.34,-77.86,0.01,-0.21,-0.21,-0.26,20.69
28.68,7.88,79.2,19.29,485.55,-80.96,0.008,-0.71,-0.2,0.38,20.02
28.75,8.12,79.1,19.27,466.13,-77.65,0.046,0.63,-0.01,0.27,21.47
28.66,7.38,80.2,19.47,487.46,-77.87,0.012,-0.14,0.08,-0.45,20.66
28.69,7.26,80.4,19.43,497.87,-77.84,0.004,-0.13,-0.68,-0.15,19.98
28.82,7.53,81.1,19.36,480.35,-79.71,0.022,-0.26,0.17,0.56,19.49
28.92,7.61,81.8,19.13,498.31,-80.47,0.004,-0.35,0.11,0.8,20.22
28.7,6.87,81.3,19.08,497.82,-79.55,0.052,-0.31,-0.1,0.69,19.52
28.76,7.14,79.7,19.63,505.41,-78.21,0.012,-0.23,-0.48,0.31,19.89
28.76,7.13,80.0,19.52,502.6,-81.92,0.02,0.47,0.6,-0.2,19.64
28.58,6.86,80.4,19.26,493.61,-79.83,0.065,0.56,0.52,-0.3,20.03
28.9,6.83,81.8,19.4,517.39,-83.0,0.015,0.09,-0.13,0.1,20.14
29.02,7.18,81.8,19.86,506.06,-82.27,0.003,0.86,-0.38,-0.29,20.03
29.05,7.0,82.4,19.43,509.74,-78.65,0.06,0.38,0.12,-0.73,21.33
28.84,7.03,82.0,19.48,503.18,-80.02,0.004,-0.38,-0.56,0.3,20.37
28.82,6.82,81.2,20.05,510.72,-82.23,0.042,0.53,-0.11,0.1,21.02
29.0,6.38,81.7,19.92,509.08,-79.73,0.017,0.56,0.01,-0.08,20.76
29.12,6.69,80.9,19.36,519.1,-81.75,0.044,0.1,-0.88,-0.07,20.5
29.06,6.21,82.7,20.01,540.97,-80.33,0.003,-0.17,-0.45,0.52,20.45
29.1,6.33,81.9,19.62,513.29,-80.44,0.041,-0.81,-0.83,0.69,21.24
29.23,6.03,83.6,19.37,514.15,-80.23,0.028,-0.28,-0.36,0.42,20.35
29.03,6.09,83.2,20.25,548.39,-80.02,0.008,-1.11,-0.2,0.48,20.58
29.12,6.22,84.5,19.61,535.1,-81.81,0.017,-0.21,-0.08,-0.47,20.65
29.37,5.98,83.5,19.74,534.12,-81.99,0.059,0.03,0.57,0.7,21.02
29.18,5.78,83.7,19.86,554.94,-79.77,0.023,0.65,0.55,-0.08,20.71
29.08,6.31,83.4,20.78,542.31,-83.24,0.004,-0.32,0.44,0.53,21.53
29.19,5.86,83.5,19.81,570.56,-81.3,0.042,0.15,-1.14,-0.91,21.68
29.18,5.66,83.8,20.01,563.11,-83.2,0.004,0.69,0.14,0.66,21.06
29.37,5.42,85.0,20.19,555.57,-82.26,0.013,-0.68,-0.35,-0.78,21.66
29.25,5.11,83.4,20.59,586.23,-79.82,0.003,0.34,-0.55,0.94,21.21
29.42,5.53,84.7,20.47,562.9,-84.46,0.015,-1.0,0.39,-0.41,21.73
29.33,5.11,83.6,20.36,580.75,-84.9,0.058,-0.57,0.17,-0.13,22.24
29.2,5.67,85.4,20.91,580.77,-80.76,0.045,-0.52,0.15,-0.64,21.93
29.53,5.4,85.0,21.28,595.31,-82.65,0.072,-0.41,-0.53,-0.53,21.96
29.54,5.79,86.0,20.34,602.5,-84.2,0.023,-0.43,0.73,0.49,23.04
29.62,5.32,85.2,20.78,591.85,-83.47,0.032,0.2,0.92,-0.04,22.4
29.51,4.97,85.9,21.31,588.71,-83.71,0.03,-0.13,-0.72,-0.57,22.05
29.53,4.56,86.8,20.82,605.6,-83.96,0.002,-0.62,-0.33,0.04,22.15
29.71,5.3,86.7,21.32,599.03,-81.63,0.028,-0.91,-0.34,0.22,23.56
29.87,4.61,88.1,21.94,630.8,-85.16,0.019,0.41,-0.14,0.03,22.49
29.73,4.82,86.7,21.84,616.92,-84.25,0.013,0.57,0.14,0.04,22.65
29.81,5.38,86.9,21.93,616.82,-85.65,0.005,-0.01,-0.57,-0.28,23.08
29.76,5.01,88.6,22.14,627.28,-84.48,0.004,-1.68,0.88,-0.37,23.51
29.64,4.89,87.5,22.13,616.94,-85.26,0.021,-0.31,0.73,-1.65,22.87
29.98,5.0,87.7,22.03,625.69,-83.93,0.005,-0.41,-0.44,1.06,23.41
30.01,4.94,88.6,22.62,652.43,-84.73,0.041,-0.31,-0.54,0.71,23.13
30.02,5.1,88.4,22.26,638.87,-83.76,0.044,0.79,0.81,-0.22,23.76
29.95,4.4,88.6,22.51,640.0,-82.73,0.01,0.4,-0.21,-0.81,24.31
30.07,4.42,88.5,22.13,660.86,-86.61,0.029,0.48,-0.57,-0.17,24.03
30.14,4.22,90.4,22.69,672.37,-84.75,0.002,0.64,0.2,-0.44,25.08
30.26,4.45,89.4,23.03,672.71,-87.45,0.071,-0.24,0.51,-0.13,24.11
30.22,4.38,89.4,23.16,680.48,-85.09,0.03,-0.2,-0.48,0.06,24.7
30.14,3.86,89.8,23.62,667.93,-84.45,0.013,0.05,-0.05,-0.42,25.3
