timestamp,satellite_id,temperature_c,voltage_v,current_a,battery_soc_percent,solar_power_w,communication_signal_db,vibration_g,attitude_error_deg,subsystem,label
2026-03-01 14:56:00,SAT-003,32.0,25.84,14.78,25.08,552.76,-67.43,0.0392,0.116,BATTERY,ANOMALY
2026-03-01 14:57:00,SAT-004,28.64,27.95,6.02,83.3,526.49,-64.95,0.0463,0.158,PAYLOAD,NORMAL
2026-03-01 14:58:00,INSAT-3D,28.76,28.25,5.54,87.82,473.17,-65.93,0.0473,0.074,POWER,NORMAL
2026-03-01 14:59:00,GSAT-30,31.73,28.37,5.1,93.97,515.37,-66.08,0.0525,0.13,POWER,NORMAL
2026-03-01 15:00:00,SAT-001,72.63,27.18,4.35,84.39,551.76,-65.41,0.0575,0.089,THERMAL,ANOMALY
2026-03-01 15:01:00,SAT-002,27.52,28.28,5.78,90.51,576.7,-70.96,0.0567,0.108,PAYLOAD,NORMAL
2026-03-01 15:02:00,SAT-003,28.37,28.49,6.15,86.9,546.69,-71.45,0.0427,0.102,ATTITUDE,NORMAL
2026-03-01 15:03:00,SAT-004,25.82,28.38,4.71,93.71,533.63,-63.12,0.0395,0.06,BATTERY,NORMAL
2026-03-01 15:04:00,INSAT-3D,25.55,20.28,6.28,87.86,196.84,-67.9,0.0674,0.091,POWER,ANOMALY
2026-03-01 15:05:00,GSAT-30,24.23,28.12,6.15,83.09,567.44,-66.89,0.0298,0.109,BATTERY,NORMAL
2026-03-01 15:06:00,SAT-001,33.85,27.93,6.24,91.9,580.29,-69.7,0.0225,0.062,ATTITUDE,NORMAL
2026-03-01 15:07:00,SAT-002,27.67,28.49,6.58,80.78,518.86,-59.86,0.0391,0.17,BATTERY,NORMAL
2026-03-01 15:08:00,SAT-003,43.13,26.8,29.71,82.68,527.33,-70.07,0.0444,0.039,POWER,ANOMALY
2026-03-01 15:09:00,SAT-004,29.1,27.79,6.67,86.66,545.83,-64.82,0.0307,0.05,THERMAL,NORMAL
2026-03-01 15:10:00,INSAT-3D,25.54,28.01,6.18,91.31,555.91,-70.31,0.0261,0.068,PAYLOAD,NORMAL
2026-03-01 15:11:00,GSAT-30,26.44,28.16,5.79,87.24,567.36,-64.97,0.0419,0.156,COMMUNICATION,NORMAL
2026-03-01 15:12:00,SAT-001,26.28,28.1,7.68,74.81,544.4,-103.46,0.0595,0.098,COMMUNICATION,ANOMALY
2026-03-01 15:13:00,SAT-002,26.05,28.39,6.44,91.71,566.6,-68.9,0.0513,0.028,COMMUNICATION,NORMAL
2026-03-01 15:14:00,SAT-003,26.1,27.83,6.69,94.73,533.89,-63.92,0.0427,0.105,PAYLOAD,NORMAL
2026-03-01 15:15:00,SAT-004,15.55,27.91,6.32,95.66,500.58,-70.56,0.0461,0.065,COMMUNICATION,NORMAL
2026-03-01 15:16:00,INSAT-3D,24.35,28.07,7.55,90.58,530.7,-63.04,0.7752,0.715,ATTITUDE,ANOMALY
2026-03-01 15:17:00,GSAT-30,25.24,27.93,7.08,97.34,553.81,-68.7,0.0563,0.103,PAYLOAD,NORMAL
2026-03-01 15:18:00,SAT-001,30.27,28.4,7.39,85.59,515.09,-70.09,0.0402,0.048,PAYLOAD,NORMAL
2026-03-01 15:19:00,SAT-002,19.5,28.06,5.34,83.42,622.06,-65.88,0.015,0.071,POWER,NORMAL
2026-03-01 15:20:00,SAT-003,25.73,27.76,6.93,74.79,253.31,-63.68,0.0685,5.563,ATTITUDE,ANOMALY
2026-03-01 15:21:00,SAT-004,20.2,28.37,7.15,92.04,577.79,-63.87,0.0474,0.074,THERMAL,NORMAL
2026-03-01 15:22:00,INSAT-3D,21.95,28.69,6.05,87.31,504.03,-68.49,0.073,0.072,PAYLOAD,NORMAL
2026-03-01 15:23:00,GSAT-30,23.39,28.25,5.32,82.98,517.82,-68.58,0.0467,0.084,COMMUNICATION,NORMAL
2026-03-01 15:24:00,SAT-001,32.0,25.27,11.06,33.29,622.27,-70.4,0.0376,0.04,BATTERY,ANOMALY
2026-03-01 15:25:00,SAT-002,23.19,28.79,6.8,87.02,532.31,-71.02,0.0447,0.015,ATTITUDE,NORMAL
2026-03-01 15:26:00,SAT-003,23.6,28.19,6.09,80.27,577.89,-68.68,0.0678,0.093,PAYLOAD,NORMAL
2026-03-01 15:27:00,SAT-004,29.94,28.4,5.94,97.93,485.64,-72.21,0.044,0.148,THERMAL,NORMAL
2026-03-01 15:28:00,INSAT-3D,71.55,27.35,5.35,89.73,558.6,-65.63,0.0387,0.059,THERMAL,ANOMALY
2026-03-01 15:29:00,GSAT-30,26.68,28.1,6.61,87.6,570.29,-64.0,0.043,0.133,THERMAL,NORMAL
2026-03-01 15:30:00,SAT-001,25.64,27.95,6.28,88.75,487.39,-65.01,0.0344,0.083,COMMUNICATION,NORMAL
2026-03-01 15:31:00,SAT-002,31.34,28.3,5.72,90.83,543.18,-73.15,0.0554,0.068,BATTERY,NORMAL
2026-03-01 15:32:00,SAT-003,30.26,20.18,7.65,87.12,181.33,-69.48,0.0485,0.028,POWER,ANOMALY
2026-03-01 15:33:00,SAT-004,25.27,28.64,6.5,85.22,532.99,-66.54,0.0477,0.097,COMMUNICATION,NORMAL
2026-03-01 15:34:00,INSAT-3D,28.78,28.2,6.4,85.15,580.23,-64.33,0.0446,0.062,PAYLOAD,NORMAL
2026-03-01 15:35:00,GSAT-30,24.46,28.08,6.54,94.02,565.31,-65.24,0.038,0.08,POWER,NORMAL
2026-03-01 15:36:00,SAT-001,38.0,26.73,31.4,87.2,578.8,-68.87,0.0369,0.095,POWER,ANOMALY
2026-03-01 15:37:00,SAT-002,25.25,27.91,6.05,98.12,525.13,-68.4,0.0426,0.085,PAYLOAD,NORMAL
2026-03-01 15:38:00,SAT-003,25.74,28.1,4.85,84.56,561.09,-68.45,0.0638,0.017,PAYLOAD,NORMAL
2026-03-01 15:39:00,SAT-004,21.82,28.35,4.91,89.73,517.95,-70.2,0.0276,0.066,ATTITUDE,NORMAL
2026-03-01 15:40:00,INSAT-3D,29.25,28.19,7.0,93.32,537.91,-119.25,0.0497,0.064,COMMUNICATION,ANOMALY
2026-03-01 15:41:00,GSAT-30,22.49,28.44,7.4,84.94,538.37,-66.53,0.041,0.094,PAYLOAD,NORMAL
2026-03-01 15:42:00,SAT-001,36.23,28.0,5.68,83.51,533.83,-63.27,0.0571,0.035,PAYLOAD,NORMAL
2026-03-01 15:43:00,SAT-002,22.17,28.14,6.9,89.54,580.64,-69.31,0.0602,0.03,PAYLOAD,NORMAL
2026-03-01 15:44:00,SAT-003,21.13,28.58,6.51,89.6,532.98,-68.02,1.0683,0.679,ATTITUDE,ANOMALY
2026-03-01 15:45:00,SAT-004,26.43,28.43,4.66,83.89,524.87,-70.43,0.0265,0.093,BATTERY,NORMAL
2026-03-01 15:46:00,INSAT-3D,24.54,28.54,5.4,79.67,606.07,-71.44,0.027,0.129,POWER,NORMAL
2026-03-01 15:47:00,GSAT-30,27.14,27.81,5.34,89.72,561.8,-66.08,0.0356,0.051,POWER,NORMAL
2026-03-01 15:48:00,SAT-001,24.48,28.27,7.69,74.76,235.52,-72.0,0.0285,10.375,ATTITUDE,ANOMALY
2026-03-01 15:49:00,SAT-002,29.37,28.01,5.9,93.21,562.31,-69.0,0.0366,0.124,PAYLOAD,NORMAL
2026-03-01 15:50:00,SAT-003,17.84,28.06,7.04,91.94,571.99,-70.96,0.0644,0.051,BATTERY,NORMAL
2026-03-01 15:51:00,SAT-004,19.53,28.38,5.92,91.86,504.48,-70.78,0.048,0.047,POWER,NORMAL
2026-03-01 15:52:00,INSAT-3D,33.68,24.59,10.94,26.66,530.46,-69.09,0.0483,0.084,BATTERY,ANOMALY
2026-03-01 15:53:00,GSAT-30,28.93,28.26,5.94,89.34,521.85,-62.84,0.0427,0.077,PAYLOAD,NORMAL
2026-03-01 15:54:00,SAT-001,22.05,28.41,5.57,87.2,509.95,-67.31,0.0497,0.093,THERMAL,NORMAL
2026-03-01 15:55:00,SAT-002,21.04,28.0,6.45,82.98,543.79,-71.79,0.0252,0.102,ATTITUDE,NORMAL
2026-03-01 15:56:00,SAT-003,72.46,27.21,5.28,73.96,585.26,-67.67,0.0389,0.069,THERMAL,ANOMALY
2026-03-01 15:57:00,SAT-004,32.0,28.0,8.11,87.42,598.34,-67.08,0.0487,0.135,ATTITUDE,NORMAL
2026-03-01 15:58:00,INSAT-3D,25.41,28.17,6.07,93.46,564.32,-66.79,0.0461,0.064,PAYLOAD,NORMAL
2026-03-01 15:59:00,GSAT-30,25.45,28.05,4.73,84.08,544.58,-70.57,0.0334,0.078,BATTERY,NORMAL
2026-03-01 16:00:00,SAT-001,30.35,19.93,6.73,85.94,175.31,-68.33,0.0409,0.102,POWER,ANOMALY
2026-03-01 16:01:00,SAT-002,21.24,28.18,5.72,89.05,591.47,-70.56,0.0456,0.07,COMMUNICATION,NORMAL
2026-03-01 16:02:00,SAT-003,24.44,28.14,6.25,87.38,532.47,-64.57,0.0468,0.101,BATTERY,NORMAL
2026-03-01 16:03:00,SAT-004,23.15,27.69,5.73,84.74,526.78,-73.1,0.0561,0.092,BATTERY,NORMAL
2026-03-01 16:04:00,INSAT-3D,38.0,26.53,30.35,83.71,492.78,-68.25,0.0341,0.059,POWER,ANOMALY
2026-03-01 16:05:00,GSAT-30,27.04,28.52,4.99,85.22,555.01,-65.69,0.0713,0.109,PAYLOAD,NORMAL
2026-03-01 16:06:00,SAT-001,25.33,28.04,5.2,82.13,534.85,-65.74,0.0578,0.043,BATTERY,NORMAL
2026-03-01 16:07:00,SAT-002,23.65,27.97,6.4,75.8,533.55,-68.62,0.0286,0.052,THERMAL,NORMAL
2026-03-01 16:08:00,SAT-003,28.43,28.27,6.58,86.53,532.78,-112.23,0.0462,0.036,COMMUNICATION,ANOMALY
2026-03-01 16:09:00,SAT-004,28.78,27.91,6.57,92.18,545.73,-67.02,0.0374,0.095,ATTITUDE,NORMAL
2026-03-01 16:10:00,INSAT-3D,24.79,28.44,6.55,88.91,551.52,-67.06,0.0214,0.115,BATTERY,NORMAL
2026-03-01 16:11:00,GSAT-30,25.59,27.87,6.96,83.37,558.35,-65.56,0.0461,0.133,COMMUNICATION,NORMAL
2026-03-01 16:12:00,SAT-001,24.17,28.7,5.48,89.0,525.73,-70.12,1.3688,0.672,ATTITUDE,ANOMALY
2026-03-01 16:13:00,SAT-002,26.57,28.28,5.24,90.2,532.86,-73.46,0.0398,0.13,POWER,NORMAL
2026-03-01 16:14:00,SAT-003,20.31,28.06,5.83,92.23,528.38,-69.34,0.0476,0.085,PAYLOAD,NORMAL
2026-03-01 16:15:00,SAT-004,24.39,28.18,7.06,85.88,581.54,-70.71,0.0482,0.059,COMMUNICATION,NORMAL
2026-03-01 16:16:00,INSAT-3D,29.35,27.95,5.93,78.72,239.89,-66.23,0.0498,5.992,ATTITUDE,ANOMALY
2026-03-01 16:17:00,GSAT-30,28.53,28.21,5.51,95.95,513.74,-74.49,0.0505,0.047,BATTERY,NORMAL
2026-03-01 16:18:00,SAT-001,25.25,28.12,6.48,85.9,537.96,-64.52,0.0392,0.092,POWER,NORMAL
2026-03-01 16:19:00,SAT-002,23.37,28.09,5.64,91.61,448.98,-63.71,0.057,0.086,POWER,NORMAL
2026-03-01 16:20:00,SAT-003,34.07,25.78,11.29,38.81,564.16,-61.72,0.0353,0.093,BATTERY,ANOMALY
2026-03-01 16:21:00,SAT-004,21.93,28.41,6.83,81.5,594.7,-68.07,0.0556,0.044,ATTITUDE,NORMAL
2026-03-01 16:22:00,INSAT-3D,27.73,28.36,6.88,88.02,576.2,-65.12,0.0588,0.061,ATTITUDE,NORMAL
2026-03-01 16:23:00,GSAT-30,30.14,27.98,5.36,90.95,499.02,-65.57,0.0319,0.133,ATTITUDE,NORMAL
2026-03-01 16:24:00,SAT-001,67.27,27.41,7.87,90.16,541.06,-73.59,0.038,0.113,THERMAL,ANOMALY
2026-03-01 16:25:00,SAT-002,26.82,28.41,6.95,88.93,506.6,-66.08,0.0422,0.01,THERMAL,NORMAL
2026-03-01 16:26:00,SAT-003,21.85,28.15,6.62,93.31,464.77,-67.7,0.0619,0.087,BATTERY,NORMAL
2026-03-01 16:27:00,SAT-004,28.3,28.25,5.92,98.74,536.71,-64.51,0.0402,0.101,POWER,NORMAL
2026-03-01 16:28:00,INSAT-3D,28.78,22.46,4.62,85.09,130.16,-66.42,0.0495,0.028,POWER,ANOMALY
2026-03-01 16:29:00,GSAT-30,26.92,28.23,5.6,86.46,509.64,-67.96,0.0469,0.129,THERMAL,NORMAL
2026-03-01 16:30:00,SAT-001,25.61,28.05,4.9,91.15,530.69,-66.33,0.0674,0.016,BATTERY,NORMAL
2026-03-01 16:31:00,SAT-002,31.12,27.7,5.13,85.81,591.29,-66.4,0.0301,0.1,PAYLOAD,NORMAL
2026-03-01 16:32:00,SAT-003,38.0,26.8,25.18,80.41,528.02,-64.33,0.0261,0.089,POWER,ANOMALY
2026-03-01 16:33:00,SAT-004,23.66,28.01,8.27,90.1,561.46,-64.59,0.0279,0.133,BATTERY,NORMAL
2026-03-01 16:34:00,INSAT-3D,27.05,28.25,5.94,86.22,586.67,-68.87,0.0327,0.054,COMMUNICATION,NORMAL
2026-03-01 16:35:00,GSAT-30,33.62,28.17,6.96,83.06,480.96,-65.26,0.0516,0.066,THERMAL,NORMAL
2026-03-01 16:36:00,SAT-001,31.12,27.67,5.52,82.29,519.31,-109.78,0.0455,0.074,COMMUNICATION,ANOMALY
2026-03-01 16:37:00,SAT-002,27.51,28.13,6.46,79.69,528.96,-71.46,0.0508,0.11,THERMAL,NORMAL
2026-03-01 16:38:00,SAT-003,18.75,28.92,6.84,86.52,530.93,-68.74,0.0671,0.107,ATTITUDE,NORMAL
2026-03-01 16:39:00,SAT-004,23.9,27.95,5.28,86.52,580.4,-71.1,0.055,0.056,BATTERY,NORMAL
2026-03-01 16:40:00,INSAT-3D,20.64,28.36,7.8,80.72,482.9,-66.64,1.1849,0.696,ATTITUDE,ANOMALY
2026-03-01 16:41:00,GSAT-30,21.3,28.42,7.22,99.5,549.24,-71.14,0.0411,0.076,THERMAL,NORMAL
2026-03-01 16:42:00,SAT-001,28.05,28.28,5.3,94.9,611.3,-67.56,0.0511,0.086,BATTERY,NORMAL
2026-03-01 16:43:00,SAT-002,25.5,28.1,6.36,85.98,508.54,-68.23,0.0438,0.136,BATTERY,NORMAL
2026-03-01 16:44:00,SAT-003,23.58,28.15,6.29,82.76,245.43,-61.29,0.0418,3.987,ATTITUDE,ANOMALY
2026-03-01 16:45:00,SAT-004,29.95,27.98,6.11,85.74,499.12,-68.99,0.0583,0.097,POWER,NORMAL
2026-03-01 16:46:00,INSAT-3D,28.81,27.78,6.97,92.1,544.13,-74.3,0.0243,0.087,BATTERY,NORMAL
2026-03-01 16:47:00,GSAT-30,29.91,28.13,6.22,86.52,511.3,-65.89,0.0488,0.01,COMMUNICATION,NORMAL
2026-03-01 16:48:00,SAT-001,32.0,24.86,12.52,41.1,537.22,-69.06,0.056,0.106,BATTERY,ANOMALY
2026-03-01 16:49:00,SAT-002,25.35,28.33,6.09,85.94,601.75,-71.56,0.015,0.129,THERMAL,NORMAL
2026-03-01 16:50:00,SAT-003,24.77,28.09,7.01,88.94,541.84,-65.66,0.0405,0.127,POWER,NORMAL
2026-03-01 16:51:00,SAT-004,24.56,28.31,5.96,88.47,550.41,-65.55,0.054,0.088,COMMUNICATION,NORMAL
2026-03-01 16:52:00,INSAT-3D,67.48,27.47,6.82,88.0,501.32,-74.37,0.0531,0.043,THERMAL,ANOMALY
2026-03-01 16:53:00,GSAT-30,21.4,28.29,6.69,90.78,557.56,-70.12,0.0267,0.068,BATTERY,NORMAL
2026-03-01 16:54:00,SAT-001,29.4,28.5,5.55,82.23,557.38,-66.09,0.0498,0.02,ATTITUDE,NORMAL
2026-03-01 16:55:00,SAT-002,24.75,27.83,6.35,88.47,552.61,-67.53,0.0706,0.115,POWER,NORMAL
2026-03-01 16:56:00,SAT-003,26.12,19.91,7.91,89.32,141.01,-65.15,0.0574,0.129,POWER,ANOMALY
2026-03-01 16:57:00,SAT-004,20.87,28.32,7.48,90.31,515.67,-65.02,0.0734,0.087,ATTITUDE,NORMAL
2026-03-01 16:58:00,INSAT-3D,29.97,28.35,5.63,91.6,537.54,-68.86,0.0502,0.058,ATTITUDE,NORMAL
2026-03-01 16:59:00,GSAT-30,27.69,28.07,5.98,87.36,536.49,-69.85,0.043,0.09,BATTERY,NORMAL
2026-03-01 17:00:00,SAT-001,38.0,26.65,22.53,84.68,502.09,-71.14,0.0323,0.129,POWER,ANOMALY
2026-03-01 17:01:00,SAT-002,25.97,27.99,6.24,81.17,577.03,-67.75,0.0238,0.071,POWER,NORMAL
2026-03-01 17:02:00,SAT-003,34.21,28.21,7.23,82.0,514.6,-71.24,0.0438,0.089,THERMAL,NORMAL
2026-03-01 17:03:00,SAT-004,25.61,28.49,6.64,89.51,529.9,-65.97,0.0549,0.072,PAYLOAD,NORMAL
2026-03-01 17:04:00,INSAT-3D,23.15,27.92,7.2,77.28,580.31,-120.3,0.0481,0.101,COMMUNICATION,ANOMALY
2026-03-01 17:05:00,GSAT-30,25.31,28.46,6.83,91.86,498.35,-65.69,0.0428,0.112,PAYLOAD,NORMAL
2026-03-01 17:06:00,SAT-001,29.23,28.3,5.57,92.36,514.18,-73.85,0.0534,0.129,THERMAL,NORMAL
2026-03-01 17:07:00,SAT-002,19.65,28.17,5.85,91.18,570.79,-69.53,0.0355,0.03,ATTITUDE,NORMAL
2026-03-01 17:08:00,SAT-003,23.56,28.1,5.43,89.47,537.86,-68.36,1.4734,0.689,ATTITUDE,ANOMALY
2026-03-01 17:09:00,SAT-004,27.19,28.19,5.41,99.2,556.68,-68.46,0.062,0.135,ATTITUDE,NORMAL
2026-03-01 17:10:00,INSAT-3D,28.22,28.55,6.54,85.17,570.7,-71.32,0.0423,0.098,ATTITUDE,NORMAL
2026-03-01 17:11:00,GSAT-30,18.65,28.36,6.43,86.73,482.77,-72.66,0.0402,0.046,COMMUNICATION,NORMAL
2026-03-01 17:12:00,SAT-001,25.0,28.47,6.28,83.5,234.45,-64.96,0.0579,4.094,ATTITUDE,ANOMALY
2026-03-01 17:13:00,SAT-002,25.48,28.26,7.34,90.38,593.29,-69.26,0.029,0.06,THERMAL,NORMAL
2026-03-01 17:14:00,SAT-003,26.07,28.19,6.7,86.88,529.25,-63.89,0.0438,0.105,PAYLOAD,NORMAL
2026-03-01 17:15:00,SAT-004,26.24,28.36,5.96,92.84,505.96,-72.56,0.029,0.048,PAYLOAD,NORMAL
2026-03-01 17:16:00,INSAT-3D,32.0,25.26,11.66,41.06,529.25,-67.33,0.0359,0.09,BATTERY,ANOMALY
2026-03-01 17:17:00,GSAT-30,24.76,28.31,6.51,93.12,574.85,-68.09,0.0393,0.104,POWER,NORMAL
2026-03-01 17:18:00,SAT-001,22.44,28.16,6.05,83.64,556.39,-68.64,0.0611,0.061,BATTERY,NORMAL
2026-03-01 17:19:00,SAT-002,28.11,28.0,5.91,79.85,522.47,-67.3,0.0641,0.131,ATTITUDE,NORMAL
2026-03-01 17:20:00,SAT-003,81.06,27.5,4.94,82.08,520.95,-67.24,0.0461,0.091,THERMAL,ANOMALY
2026-03-01 17:21:00,SAT-004,27.42,28.13,6.87,98.34,516.44,-62.97,0.038,0.122,BATTERY,NORMAL
2026-03-01 17:22:00,INSAT-3D,26.48,27.92,6.14,86.32,478.94,-70.07,0.0428,0.077,BATTERY,NORMAL
2026-03-01 17:23:00,GSAT-30,19.69,28.02,6.36,90.34,567.92,-71.92,0.0413,0.113,POWER,NORMAL
2026-03-01 17:24:00,SAT-001,25.08,21.12,6.63,91.51,149.46,-72.17,0.0353,0.086,POWER,ANOMALY
2026-03-01 17:25:00,SAT-002,20.81,28.27,4.84,82.73,589.94,-69.62,0.0535,0.079,ATTITUDE,NORMAL
2026-03-01 17:26:00,SAT-003,29.81,28.1,7.83,97.96,535.41,-69.73,0.0534,0.07,POWER,NORMAL
2026-03-01 17:27:00,SAT-004,28.67,28.21,5.56,86.52,539.41,-66.03,0.0736,0.082,COMMUNICATION,NORMAL
2026-03-01 17:28:00,INSAT-3D,38.0,26.2,28.07,79.36,546.74,-66.3,0.0435,0.1,POWER,ANOMALY
2026-03-01 17:29:00,GSAT-30,21.93,28.55,5.23,84.02,557.15,-67.76,0.0483,0.069,BATTERY,NORMAL
2026-03-01 17:30:00,SAT-001,28.72,28.12,6.21,92.55,596.45,-65.81,0.044,0.121,ATTITUDE,NORMAL
2026-03-01 17:31:00,SAT-002,28.06,27.82,6.36,93.37,567.73,-66.53,0.064,0.073,POWER,NORMAL
2026-03-01 17:32:00,SAT-003,21.43,28.24,6.4,74.42,496.25,-123.05,0.0369,0.069,COMMUNICATION,ANOMALY
2026-03-01 17:33:00,SAT-004,22.86,28.4,6.2,87.11,548.71,-69.17,0.0399,0.029,PAYLOAD,NORMAL
2026-03-01 17:34:00,INSAT-3D,28.29,28.02,6.53,83.13,548.55,-66.3,0.0445,0.081,THERMAL,NORMAL
2026-03-01 17:35:00,GSAT-30,24.88,28.17,6.26,96.56,513.27,-71.55,0.0459,0.114,PAYLOAD,NORMAL
2026-03-01 17:36:00,SAT-001,27.68,28.21,6.32,74.97,547.58,-65.88,1.331,0.666,ATTITUDE,ANOMALY
2026-03-01 17:37:00,SAT-002,20.96,28.59,5.82,94.0,518.95,-64.49,0.0547,0.073,PAYLOAD,NORMAL
2026-03-01 17:38:00,SAT-003,24.4,28.18,4.83,89.96,536.88,-63.17,0.0337,0.026,BATTERY,NORMAL
2026-03-01 17:39:00,SAT-004,23.61,28.15,6.56,84.04,576.38,-65.74,0.0452,0.12,BATTERY,NORMAL
2026-03-01 17:40:00,INSAT-3D,25.8,28.12,8.1,86.48,225.19,-70.55,0.0452,12.026,ATTITUDE,ANOMALY
2026-03-01 17:41:00,GSAT-30,25.87,28.42,5.04,83.38,582.46,-66.4,0.0376,0.116,ATTITUDE,NORMAL
2026-03-01 17:42:00,SAT-001,25.83,28.23,6.46,90.51,497.61,-68.93,0.0474,0.051,THERMAL,NORMAL
2026-03-01 17:43:00,SAT-002,27.21,28.01,6.88,85.03,551.33,-69.45,0.0436,0.053,POWER,NORMAL
2026-03-01 17:44:00,SAT-003,32.22,25.15,11.93,39.19,484.23,-60.59,0.0454,0.089,BATTERY,ANOMALY
2026-03-01 17:45:00,SAT-004,28.7,28.27,6.48,84.44,493.41,-69.24,0.0363,0.075,COMMUNICATION,NORMAL
2026-03-01 17:46:00,INSAT-3D,30.5,28.23,6.6,84.68,557.35,-69.42,0.0253,0.093,BATTERY,NORMAL
2026-03-01 17:47:00,GSAT-30,21.73,28.37,6.0,78.37,602.55,-69.3,0.0629,0.118,THERMAL,NORMAL
2026-03-01 17:48:00,SAT-001,71.87,27.5,5.98,75.67,517.26,-66.81,0.0404,0.071,THERMAL,ANOMALY
2026-03-01 17:49:00,SAT-002,30.39,28.09,6.74,88.65,526.6,-65.48,0.0354,0.081,ATTITUDE,NORMAL
2026-03-01 17:50:00,SAT-003,19.52,28.3,7.76,83.03,513.41,-70.13,0.0466,0.048,THERMAL,NORMAL
2026-03-01 17:51:00,SAT-004,20.43,28.07,7.04,93.05,549.08,-69.36,0.0549,0.117,BATTERY,NORMAL
2026-03-01 17:52:00,INSAT-3D,24.76,19.51,6.86,89.57,210.97,-63.3,0.0607,0.071,POWER,ANOMALY
2026-03-01 17:53:00,GSAT-30,20.86,28.1,5.12,80.71,551.9,-69.74,0.0392,0.061,ATTITUDE,NORMAL
2026-03-01 17:54:00,SAT-001,22.69,27.91,6.5,95.32,534.85,-70.58,0.0549,0.085,BATTERY,NORMAL
2026-03-01 17:55:00,SAT-002,23.9,28.27,5.56,84.0,531.83,-67.12,0.0427,0.124,ATTITUDE,NORMAL
2026-03-01 17:56:00,SAT-003,39.78,26.8,24.26,87.0,516.7,-68.79,0.0337,0.14,POWER,ANOMALY
2026-03-01 17:57:00,SAT-004,27.13,28.12,6.46,90.4,504.75,-67.5,0.0191,0.094,POWER,NORMAL
2026-03-01 17:58:00,INSAT-3D,27.76,27.85,6.63,92.25,629.94,-69.87,0.0452,0.082,PAYLOAD,NORMAL
2026-03-01 17:59:00,GSAT-30,29.98,28.55,6.18,88.7,578.88,-72.5,0.0411,0.12,ATTITUDE,NORMAL
2026-03-01 18:00:00,SAT-001,28.93,28.31,5.3,84.75,512.3,-112.11,0.0369,0.049,COMMUNICATION,ANOMALY
2026-03-01 18:01:00,SAT-002,19.11,28.48,5.63,87.54,517.38,-65.79,0.0285,0.01,BATTERY,NORMAL
2026-03-01 18:02:00,SAT-003,22.47,28.29,5.56,96.73,575.95,-65.57,0.0436,0.125,THERMAL,NORMAL
2026-03-01 18:03:00,SAT-004,24.34,27.98,6.55,91.55,549.5,-65.3,0.0461,0.062,ATTITUDE,NORMAL
2026-03-01 18:04:00,INSAT-3D,28.43,27.93,5.6,90.78,519.56,-63.0,1.1811,0.667,ATTITUDE,ANOMALY
2026-03-01 18:05:00,GSAT-30,27.18,28.65,5.24,85.87,526.37,-63.93,0.0446,0.053,BATTERY,NORMAL
2026-03-01 18:06:00,SAT-001,22.06,28.05,6.9,83.83,501.39,-69.32,0.0415,0.06,PAYLOAD,NORMAL
2026-03-01 18:07:00,SAT-002,26.65,27.98,6.38,89.13,518.14,-68.78,0.0337,0.121,ATTITUDE,NORMAL
2026-03-01 18:08:00,SAT-003,26.77,27.89,6.6,85.86,208.22,-63.98,0.0351,5.187,ATTITUDE,ANOMALY
2026-03-01 18:09:00,SAT-004,21.54,27.81,5.35,89.91,534.33,-64.66,0.0442,0.105,BATTERY,NORMAL
2026-03-01 18:10:00,INSAT-3D,21.76,28.31,6.33,83.44,491.33,-73.79,0.0415,0.078,POWER,NORMAL
2026-03-01 18:11:00,GSAT-30,28.14,28.32,5.61,96.07,541.06,-67.1,0.0459,0.057,ATTITUDE,NORMAL
2026-03-01 18:12:00,SAT-001,35.46,24.88,14.03,46.12,531.75,-65.25,0.042,0.087,BATTERY,ANOMALY
2026-03-01 18:13:00,SAT-002,22.11,28.03,6.53,86.82,531.3,-66.19,0.0572,0.116,POWER,NORMAL
2026-03-01 18:14:00,SAT-003,24.81,28.3,4.86,98.45,540.86,-73.89,0.0594,0.057,ATTITUDE,NORMAL
2026-03-01 18:15:00,SAT-004,25.42,28.46,6.67,85.82,490.69,-67.17,0.0271,0.119,ATTITUDE,NORMAL
2026-03-01 18:16:00,INSAT-3D,65.22,27.5,6.12,86.34,536.28,-68.14,0.0407,0.092,THERMAL,ANOMALY
2026-03-01 18:17:00,GSAT-30,28.3,28.21,6.26,96.88,483.72,-72.86,0.0282,0.091,BATTERY,NORMAL
2026-03-01 18:18:00,SAT-001,31.47,28.45,6.1,91.64,525.87,-65.51,0.0163,0.049,THERMAL,NORMAL
2026-03-01 18:19:00,SAT-002,24.48,27.79,6.37,89.94,515.36,-62.18,0.0436,0.081,THERMAL,NORMAL
2026-03-01 18:20:00,SAT-003,30.01,22.12,5.6,82.11,225.88,-70.23,0.0535,0.054,POWER,ANOMALY
2026-03-01 18:21:00,SAT-004,26.23,28.46,5.83,85.74,553.03,-66.28,0.0329,0.132,BATTERY,NORMAL
2026-03-01 18:22:00,INSAT-3D,31.3,28.03,6.82,85.68,556.54,-68.19,0.0471,0.091,COMMUNICATION,NORMAL
2026-03-01 18:23:00,GSAT-30,29.93,28.17,6.74,91.73,518.04,-74.16,0.0493,0.082,PAYLOAD,NORMAL
2026-03-01 18:24:00,SAT-001,39.67,26.63,20.04,95.04,485.83,-65.8,0.0393,0.07,POWER,ANOMALY
2026-03-01 18:25:00,SAT-002,26.63,28.51,6.35,83.61,592.72,-68.79,0.0422,0.037,THERMAL,NORMAL
