timestamp,satellite_id,temperature_c,voltage_v,current_a,battery_soc_percent,solar_power_w,communication_signal_db,vibration_g,attitude_error_deg,subsystem,label,temperature_change,voltage_change,current_change,battery_soc_change,solar_power_change,communication_signal_change,vibration_change,attitude_error_change,temperature_deviation,temperature_rolling_mean,temperature_rolling_std,voltage_deviation,voltage_rolling_mean,voltage_rolling_std,current_deviation,current_rolling_mean,current_rolling_std,battery_soc_deviation,battery_soc_rolling_mean,battery_soc_rolling_std,solar_power_deviation,solar_power_rolling_mean,solar_power_rolling_std,communication_signal_deviation,communication_signal_rolling_mean,communication_signal_rolling_std,vibration_deviation,vibration_rolling_mean,vibration_rolling_std,attitude_error_deviation,attitude_error_rolling_mean,attitude_error_rolling_std,power_draw_w,net_power_w
2026-03-01 04:38:00,SAT-003,22.75,28.63,5.31,79.69,511.0,-69.99,0.024,0.076,BATTERY,NORMAL,-10.119999999999997,-0.15000000000000213,0.22999999999999954,-2.0400000000000063,12.110000000000014,-1.8499999999999943,-1.274,-0.6110000000000001,-1.68,24.43,4.8697,1.658,26.972,3.2361,-1.028,6.338,1.1948,-1.532,81.222,1.8508,62.226,448.774,141.6405,-2.736,-67.254,2.0605,-0.2652,0.2892,0.564,-0.1216,0.1976,0.2752,152.03,358.97
2026-03-01 04:39:00,SAT-004,31.55,28.32,6.43,82.67,535.92,-70.17,0.0402,0.136,COMMUNICATION,NORMAL,4.120000000000001,0.21999999999999886,-0.6200000000000001,-8.420000000000002,-28.0,1.9299999999999926,-0.019299999999999998,0.048000000000000015,4.988,26.562,3.8021,0.084,28.236,0.1339,0.238,6.192,0.7986,-5.636,88.306,5.54,-36.714,572.634,28.606,1.124,-71.294,1.3129,-0.0063,0.0465,0.013,0.052,0.084,0.0334,182.1,353.82
2026-03-01 04:40:00,INSAT-3D,34.84,24.92,12.76,37.17,560.23,-74.02,0.0645,0.063,BATTERY,ANOMALY,14.550000000000004,-3.4499999999999993,6.87,-48.72,22.139999999999986,-5.299999999999997,0.023900000000000005,0.020999999999999998,-1.744,36.584,22.2935,-2.434,27.354,1.4149,4.958,7.802,2.9136,-42.324,79.494,24.4269,15.94,544.29,34.4827,4.114,-78.134,17.1559,0.0142,0.0503,0.0093,-0.0098,0.0728,0.0342,317.98,242.25
2026-03-01 04:41:00,GSAT-30,24.25,28.27,7.53,91.62,509.74,-62.91,0.0455,0.072,BATTERY,NORMAL,-5.010000000000002,0.28999999999999915,1.88,4.38000000000001,-5.6299999999999955,2.2900000000000063,-0.0213,0.011999999999999997,-1.14,25.39,2.3877,-0.012,28.282,0.1927,0.966,6.564,0.7517,1.83,89.79,2.1749,-23.37,533.11,31.1472,5.196,-68.106,4.6579,-0.0048,0.0503,0.0106,-0.0184,0.0904,0.024,212.87,296.87
2026-03-01 04:42:00,SAT-001,27.45,28.22,6.78,83.53,589.86,-65.91,0.0528,0.046,POWER,NORMAL,2.75,0.07000000000000028,-0.14999999999999947,-0.7000000000000028,332.63,-1.3499999999999943,0.019700000000000002,-6.811999999999999,0.016,27.434,6.2095,0.432,27.788,0.8976,-2.114,8.894,5.4227,0.942,82.588,5.9586,98.014,491.846,134.5958,0.718,-66.628,2.5563,0.0174,0.0354,0.0138,-1.39,1.436,3.0312,191.33,398.53
2026-03-01 04:43:00,SAT-002,24.92,28.16,6.38,86.15,535.4,-65.52,0.0398,0.032,BATTERY,NORMAL,-1.5699999999999967,0.0,-0.13999999999999968,-1.6400000000000006,-8.56000000000006,5.299999999999997,-0.005699999999999997,-0.059,-2.388,27.308,2.1938,-0.02,28.18,0.1362,0.246,6.134,0.8821,-3.944,90.094,3.256,6.834,528.566,18.4448,3.332,-68.852,3.0112,-0.0061,0.0459,0.0173,-0.0494,0.0814,0.0293,179.66,355.74
2026-03-01 04:44:00,SAT-003,77.21,27.5,5.47,88.45,514.91,-67.21,0.0479,0.073,THERMAL,ANOMALY,54.459999999999994,-1.129999999999999,0.16000000000000014,8.760000000000005,3.909999999999968,2.780000000000001,0.023899999999999998,-0.0030000000000000027,41.422,35.788,23.5557,0.678,26.822,3.1789,-0.356,5.826,0.7566,5.582,82.868,3.5845,70.75,444.16,138.3456,0.56,-67.77,1.4805,-0.2412,0.2891,0.5641,-0.119,0.192,0.278,150.42,364.49
2026-03-01 04:45:00,SAT-004,22.55,27.98,7.56,86.5,596.52,-65.01,0.0499,0.094,POWER,NORMAL,-9.0,-0.33999999999999986,1.13,3.8299999999999983,60.60000000000002,5.159999999999997,0.0097,-0.04200000000000001,-3.822,26.372,4.0113,-0.182,28.162,0.1556,0.84,6.72,0.5939,-1.044,87.544,5.4569,26.752,569.768,24.1982,4.868,-69.878,2.9885,0.0029,0.047,0.0131,0.0032,0.0908,0.0306,211.53,384.99
2026-03-01 04:46:00,INSAT-3D,18.6,28.19,5.82,94.63,481.31,-67.72,0.0403,0.124,THERMAL,NORMAL,-16.240000000000002,3.2699999999999996,-6.9399999999999995,57.459999999999994,-78.92000000000002,6.299999999999997,-0.0242,0.061,-6.638,25.238,6.4522,0.68,27.51,1.4647,-1.948,7.768,2.9409,13.698,80.932,25.2107,-42.416,523.726,35.4298,10.244,-77.964,17.2782,-0.0076,0.0479,0.0101,0.0346,0.0894,0.0351,164.07,317.24
2026-03-01 04:47:00,GSAT-30,28.76,28.79,5.57,81.09,550.63,-65.84,0.0422,0.124,ATTITUDE,NORMAL,4.510000000000002,0.5199999999999996,-1.96,-10.530000000000001,40.889999999999986,-2.930000000000007,-0.0032999999999999974,0.052000000000000005,2.832,25.928,2.8396,0.442,28.348,0.2971,-0.794,6.364,0.873,-6.772,87.862,4.3342,21.656,528.974,25.704,0.564,-66.404,3.1002,-0.0087,0.0509,0.0098,0.0276,0.0964,0.0284,160.36,390.27
2026-03-01 04:48:00,SAT-001,21.98,21.24,6.02,93.6,113.29,-70.3,0.0395,0.106,POWER,ANOMALY,-5.469999999999999,-6.98,-0.7600000000000007,10.069999999999993,-476.57,-4.390000000000001,-0.0133,0.06,-5.442,27.422,6.2226,-5.196,26.436,3.0379,-2.696,8.716,5.5179,9.674,83.926,7.6755,-293.264,406.554,210.4165,-2.842,-67.458,2.9979,-0.0008,0.0403,0.0078,-1.3232,1.4292,3.0349,127.86,-14.57
2026-03-01 04:49:00,SAT-002,19.17,28.61,5.82,87.85,516.17,-70.71,0.0538,0.075,COMMUNICATION,NORMAL,-5.75,0.4499999999999993,-0.5599999999999996,1.6999999999999886,-19.230000000000018,-5.189999999999998,0.013999999999999999,0.043,-5.978,25.148,3.7102,0.318,28.292,0.2118,-0.536,6.356,0.484,-1.206,89.056,2.8885,-12.422,528.592,18.4228,-0.842,-69.868,2.4586,0.0014,0.0524,0.0106,0.0,0.075,0.0256,166.51,349.66
2026-03-01 04:50:00,SAT-003,26.9,27.94,6.31,88.82,515.7,-67.01,0.0329,0.046,ATTITUDE,NORMAL,-50.309999999999995,0.4400000000000013,0.8399999999999999,0.36999999999999034,0.7900000000000773,0.19999999999998863,-0.015,-0.026999999999999996,-9.794,36.694,22.9909,-0.228,28.168,0.5286,0.524,5.786,0.7156,4.234,84.586,4.0344,7.802,507.898,8.369,0.974,-67.984,1.2008,-0.2536,0.2865,0.5655,-0.1356,0.1816,0.2833,176.3,339.4
2026-03-01 04:51:00,SAT-004,31.54,27.7,6.89,83.67,522.75,-66.29,0.0517,0.098,COMMUNICATION,NORMAL,8.989999999999998,-0.28000000000000114,-0.6699999999999999,-2.8299999999999983,-73.76999999999998,-1.2800000000000011,0.001800000000000003,0.0040000000000000036,4.508,27.032,4.6207,-0.386,28.086,0.2621,-0.002,6.892,0.4516,-4.118,87.788,5.1931,-33.626,556.376,28.5416,2.926,-69.216,3.4033,-0.0001,0.0518,0.0076,0.0048,0.0932,0.0306,190.85,331.9
2026-03-01 04:52:00,INSAT-3D,38.0,26.8,29.23,81.16,549.14,-68.86,0.0481,0.015,POWER,ANOMALY,19.4,-1.3900000000000006,23.41,-13.469999999999999,67.82999999999998,-1.1400000000000006,0.0077999999999999944,-0.109,10.684,27.316,8.6916,-0.512,27.312,1.4842,16.87,12.36,9.843,1.28,79.88,25.0335,13.746,535.394,31.2335,8.718,-77.578,17.4987,-0.0007,0.0488,0.0099,-0.0552,0.0702,0.0451,783.36,-234.22
2026-03-01 04:53:00,GSAT-30,23.22,27.68,6.03,87.81,527.15,-73.51,0.0641,0.061,POWER,NORMAL,-5.540000000000003,-1.1099999999999994,0.45999999999999996,6.719999999999999,-23.480000000000018,-7.670000000000002,0.021900000000000003,-0.063,-2.686,25.906,2.865,-0.516,28.196,0.4109,-0.134,6.164,0.7931,0.726,87.084,3.7877,-5.92,533.07,22.7198,-5.75,-67.76,4.4621,0.0096,0.0545,0.0109,-0.0252,0.0862,0.0305,166.91,360.24
2026-03-01 04:54:00,SAT-001,23.54,28.13,6.98,92.59,496.4,-67.84,0.0365,0.042,COMMUNICATION,NORMAL,1.5599999999999987,6.890000000000001,0.9600000000000009,-1.009999999999991,383.10999999999996,2.4599999999999937,-0.0030000000000000027,-0.064,-0.99,24.53,2.015,1.308,26.822,3.1219,0.572,6.408,0.716,4.588,88.002,4.7536,92.176,404.224,209.0718,-1.028,-66.812,2.2893,-0.0042,0.0407,0.0075,-1.384,1.426,3.0367,196.35,300.05
2026-03-01 04:55:00,SAT-002,21.59,28.25,5.66,82.9,522.21,-69.98,0.0346,0.043,COMMUNICATION,NORMAL,2.419999999999998,-0.35999999999999943,-0.16000000000000014,-4.949999999999989,6.040000000000077,0.7299999999999898,-0.019200000000000002,-0.032,-2.024,23.614,3.1244,-0.01,28.26,0.2014,-0.628,6.288,0.5638,-4.002,86.902,2.5876,-10.26,532.47,12.8349,-0.434,-69.546,2.2752,-0.0137,0.0483,0.0129,-0.0212,0.0642,0.0254,159.9,362.31
2026-03-01 04:56:00,SAT-003,27.35,28.67,6.47,86.11,546.09,-107.67,0.0365,0.132,COMMUNICATION,ANOMALY,0.45000000000000284,0.7300000000000004,0.16000000000000014,-2.7099999999999937,30.389999999999986,-40.66,0.003599999999999999,0.08600000000000001,-10.066,37.416,22.5346,0.366,28.304,0.5581,0.742,5.728,0.6226,1.15,84.96,4.0807,28.772,517.318,17.4338,-31.666,-76.004,17.741,-0.2514,0.2879,0.5648,-0.0708,0.2028,0.2725,185.49,360.6
2026-03-01 04:57:00,SAT-004,15.77,28.2,6.46,92.62,504.51,-67.74,0.0339,0.088,ATTITUDE,NORMAL,-15.77,0.5,-0.4299999999999997,8.950000000000003,-18.24000000000001,-1.4499999999999886,-0.017800000000000003,-0.010000000000000009,-9.998,25.768,6.7049,0.14,28.06,0.2371,-0.418,6.878,0.4664,5.31,87.31,4.4136,-40.214,544.724,36.1554,0.522,-68.262,2.877,-0.0131,0.047,0.0101,-0.0128,0.1008,0.0201,182.17,322.34
2026-03-01 04:58:00,INSAT-3D,26.24,28.19,5.39,88.16,566.22,-64.67,0.0514,0.12,ATTITUDE,NORMAL,-11.760000000000002,1.3900000000000006,-23.84,7.0,17.08000000000004,4.189999999999998,0.0033000000000000043,0.105,-1.354,27.594,8.6149,0.896,27.294,1.47,-6.428,11.818,10.2042,10.758,77.402,23.0072,27.222,538.998,33.9979,4.128,-68.798,3.372,0.0024,0.049,0.0099,0.0472,0.0728,0.048,151.94,414.28
2026-03-01 04:59:00,GSAT-30,24.84,28.01,7.82,92.79,501.63,-65.49,0.0599,0.084,THERMAL,NORMAL,1.620000000000001,0.33000000000000185,1.79,4.980000000000004,-25.519999999999982,8.02000000000001,-0.004200000000000002,0.023000000000000007,-1.226,26.066,2.755,-0.136,28.146,0.4163,1.3,6.52,1.0735,4.68,88.11,4.5921,-19.274,520.904,19.0355,1.1,-66.59,4.0353,0.0042,0.0557,0.0112,0.0038,0.0802,0.0263,219.04,282.59
2026-03-01 05:00:00,SAT-001,27.08,28.3,4.83,84.07,522.83,-63.71,1.5856,0.671,ATTITUDE,ANOMALY,3.539999999999999,0.1700000000000017,-2.1500000000000004,-8.52000000000001,26.430000000000064,4.130000000000003,1.5491,0.629,2.13,24.95,2.3269,1.492,26.808,3.1133,-1.478,6.308,0.9122,-3.534,87.604,5.032,126.908,395.922,201.8228,2.754,-66.464,2.6516,1.2361,0.3495,0.691,-0.8736,1.5446,2.982,136.69,386.14
2026-03-01 05:01:00,SAT-002,24.87,28.15,5.48,84.63,539.07,-69.76,0.0519,0.058,THERMAL,NORMAL,3.280000000000001,-0.10000000000000142,-0.17999999999999972,1.7299999999999898,16.860000000000014,0.21999999999999886,0.017300000000000003,0.015000000000000006,1.462,23.408,2.966,-0.116,28.266,0.1965,-0.492,5.972,0.4553,-1.234,85.864,2.1239,7.708,531.362,11.7152,-0.402,-69.358,2.1934,0.0068,0.0451,0.0081,-0.0018,0.0598,0.0238,154.26,384.81
2026-03-01 05:02:00,SAT-003,26.26,28.21,6.83,73.43,513.72,-68.28,0.0535,0.125,COMMUNICATION,NORMAL,-1.0899999999999999,-0.46000000000000085,0.3600000000000003,-12.679999999999993,-32.370000000000005,39.39,0.017,-0.007000000000000006,-9.834,36.094,23.0558,0.02,28.19,0.4907,0.752,6.078,0.6581,-9.87,83.3,6.6208,-6.564,520.284,14.5355,7.752,-76.032,17.7256,0.0145,0.039,0.0118,0.0346,0.0904,0.0368,192.67,321.05
2026-03-01 05:03:00,SAT-004,19.92,27.85,6.1,86.02,533.59,-66.05,0.0488,0.089,PAYLOAD,NORMAL,4.150000000000002,-0.34999999999999787,-0.3600000000000003,-6.6000000000000085,29.08000000000004,1.6899999999999977,0.014900000000000004,0.0010000000000000009,-4.346,24.266,7.0708,-0.16,28.01,0.2524,-0.588,6.688,0.5625,-0.276,86.296,3.878,-5.068,538.658,34.6423,1.002,-67.052,1.9969,0.0039,0.0449,0.0076,-0.012,0.101,0.02,169.88,363.71
2026-03-01 05:04:00,INSAT-3D,30.34,27.78,6.58,82.1,257.88,-74.63,0.0233,9.371,ATTITUDE,ANOMALY,4.100000000000001,-0.41000000000000014,1.1900000000000004,-6.060000000000002,-308.34000000000003,-9.959999999999994,-0.0281,9.251000000000001,0.736,29.604,7.597,0.604,27.176,1.3831,-5.376,11.956,10.1082,5.456,76.644,22.7182,-225.076,482.956,130.3327,-4.65,-69.98,4.2574,-0.0222,0.0455,0.0152,7.4324,1.9386,4.1551,182.79,75.09
2026-03-01 05:05:00,GSAT-30,26.43,27.98,7.32,91.49,524.49,-69.44,0.0486,0.094,COMMUNICATION,NORMAL,1.5899999999999999,-0.030000000000001137,-0.5,-1.3000000000000114,22.860000000000014,-3.950000000000003,-0.011300000000000004,0.009999999999999995,0.93,25.5,2.1615,-0.166,28.146,0.4163,0.466,6.854,0.9918,2.53,88.96,4.7803,1.762,522.728,18.8082,-2.002,-67.438,4.1149,-0.0035,0.0521,0.0095,0.007,0.087,0.0241,204.81,319.68
2026-03-01 05:06:00,SAT-001,27.24,27.83,7.38,86.21,544.8,-64.51,0.0355,0.112,POWER,NORMAL,0.16000000000000014,-0.4700000000000024,2.55,2.1400000000000006,21.969999999999914,-0.8000000000000043,-1.5500999999999998,-0.559,1.782,25.458,2.5273,1.086,26.744,3.082,0.982,6.398,1.0063,-1.79,88.0,4.7712,91.364,453.436,193.2095,1.944,-66.454,2.6607,-0.3145,0.35,0.6908,-0.0834,0.1954,0.2679,205.39,339.41
2026-03-01 05:07:00,SAT-002,21.54,28.43,5.7,82.96,513.47,-70.06,0.0552,0.075,ATTITUDE,NORMAL,-3.330000000000002,0.28000000000000114,0.21999999999999975,-1.6700000000000017,-25.600000000000023,-0.29999999999999716,0.0032999999999999974,0.016999999999999994,-0.878,22.418,2.4636,0.11,28.32,0.1972,-0.108,5.808,0.3422,-1.938,84.898,2.1273,-11.794,525.264,11.4507,-0.854,-69.206,2.0907,0.0081,0.0471,0.0093,0.0184,0.0566,0.0192,162.05,351.42
2026-03-01 05:08:00,SAT-003,32.0,24.95,13.48,29.07,564.68,-69.26,0.0561,0.098,BATTERY,ANOMALY,5.739999999999998,-3.2600000000000016,6.65,-44.36000000000001,50.95999999999992,-0.980000000000004,0.002599999999999998,-0.026999999999999996,-5.944,37.944,22.0673,-2.504,27.454,1.4627,5.768,7.712,3.2628,-44.106,73.176,25.4496,33.66,531.02,23.2036,6.626,-75.886,17.7907,0.0107,0.0454,0.0103,0.0032,0.0948,0.0359,336.33,228.35
2026-03-01 05:09:00,SAT-004,22.15,28.38,7.24,88.57,478.23,-68.88,0.0575,0.095,PAYLOAD,NORMAL,2.229999999999997,0.5299999999999976,1.1400000000000006,2.549999999999997,-55.360000000000014,-2.8299999999999983,0.0087,0.006000000000000005,-0.236,22.386,5.7821,0.358,28.022,0.2715,0.39,6.85,0.5857,1.094,87.476,3.3621,-48.89,527.12,44.0986,-2.086,-66.794,1.5196,0.0091,0.0484,0.0088,0.0022,0.0928,0.0042,205.47,272.76
2026-03-01 05:10:00,INSAT-3D,28.66,28.33,6.77,91.8,506.77,-63.7,0.0395,0.078,BATTERY,NORMAL,-1.6799999999999997,0.5499999999999972,0.1899999999999995,9.700000000000003,248.89,10.929999999999993,0.0162,-9.293000000000001,0.292,28.368,7.0123,0.472,27.858,0.6262,-3.988,10.758,10.3413,4.23,87.57,5.8969,34.506,472.264,124.4695,4.216,-67.916,4.3104,-0.001,0.0405,0.0109,-1.8636,1.9416,4.1534,191.79,314.98
2026-03-01 05:11:00,GSAT-30,26.22,27.81,6.28,86.68,563.77,-68.91,0.041,0.102,PAYLOAD,NORMAL,-0.21000000000000085,-0.1700000000000017,-1.04,-4.809999999999988,39.27999999999997,0.5300000000000011,-0.007599999999999996,0.007999999999999993,0.326,25.894,2.0536,-0.244,28.054,0.4326,-0.324,6.604,0.9347,-1.292,87.972,4.6002,30.236,533.534,24.2224,-0.272,-68.638,3.2478,-0.0102,0.0512,0.0104,0.009,0.093,0.0232,174.65,389.12
2026-03-01 05:12:00,SAT-001,58.58,27.49,6.88,77.32,552.7,-66.16,0.0348,0.073,THERMAL,ANOMALY,31.34,-0.33999999999999986,-0.5,-8.89,7.900000000000091,-1.6499999999999915,-0.0006999999999999992,-0.03900000000000001,26.896,31.684,15.2055,0.892,26.598,3.011,0.462,6.418,1.0167,-9.438,86.758,6.6601,106.696,446.004,187.2734,0.344,-66.504,2.6503,-0.3116,0.3464,0.6927,-0.1278,0.2008,0.2643,189.13,363.57
2026-03-01 05:13:00,SAT-002,23.96,28.47,5.37,93.57,541.23,-71.33,0.024,0.034,THERMAL,NORMAL,2.4200000000000017,0.03999999999999915,-0.33000000000000007,10.61,27.75999999999999,-1.269999999999996,-0.0312,-0.040999999999999995,1.734,22.226,2.2479,0.088,28.382,0.1825,-0.236,5.606,0.1797,7.188,86.382,4.4924,14.8,526.43,12.9407,-0.962,-70.368,0.6437,-0.0199,0.0439,0.0139,-0.023,0.057,0.0185,152.88,388.35
2026-03-01 05:14:00,SAT-003,25.51,28.21,5.92,95.82,511.35,-63.4,0.051,0.038,THERMAL,NORMAL,-6.489999999999998,3.2600000000000016,-7.5600000000000005,66.75,-53.32999999999993,5.8600000000000065,-0.0051,-0.060000000000000005,-2.094,27.604,2.5532,0.614,27.596,1.5023,-1.882,7.802,3.1909,21.17,74.65,26.7363,-18.958,530.308,23.8666,11.724,-75.124,18.3287,0.005,0.046,0.0105,-0.0498,0.0878,0.0438,167.0,344.35
2026-03-01 05:15:00,SAT-004,24.28,28.34,5.02,88.71,579.15,-66.35,0.0533,0.128,THERMAL,NORMAL,2.1300000000000026,-0.03999999999999915,-2.2200000000000006,0.14000000000000057,100.91999999999996,2.530000000000001,-0.004200000000000002,0.033,1.548,22.732,5.8458,0.246,28.094,0.3034,-1.322,6.342,0.8554,0.792,87.918,3.347,55.504,523.646,37.4472,0.712,-67.062,1.2137,0.0043,0.049,0.009,0.0284,0.0996,0.0164,142.27,436.88
2026-03-01 05:16:00,INSAT-3D,25.8,22.38,7.45,90.86,214.57,-68.48,0.045,0.042,POWER,ANOMALY,-2.8599999999999994,-5.949999999999999,0.6800000000000006,-0.9399999999999977,-292.2,-4.780000000000001,0.005499999999999998,-0.036,-4.008,29.808,4.9372,-4.316,26.696,2.4857,-3.634,11.084,10.1711,4.044,86.816,4.9303,-204.346,418.916,168.8675,-0.412,-68.068,4.3152,0.0035,0.0415,0.0111,-1.8832,1.9252,4.1625,166.73,47.84
2026-03-01 05:17:00,GSAT-30,25.33,28.01,6.8,91.0,493.24,-69.17,0.0461,0.064,POWER,NORMAL,-0.8900000000000006,0.20000000000000284,0.5199999999999996,4.319999999999993,-70.52999999999997,-0.2600000000000051,0.0051,-0.03799999999999999,0.122,25.208,1.2865,0.112,27.898,0.1475,-0.05,6.85,0.7351,1.046,89.954,2.589,-28.816,522.056,27.4751,0.134,-69.304,2.8473,-0.0058,0.0519,0.0097,-0.017,0.081,0.0181,190.47,302.77
2026-03-01 05:18:00,SAT-001,23.83,28.29,7.44,92.27,554.52,-66.61,0.0455,0.097,POWER,NORMAL,-34.75,0.8000000000000007,0.5600000000000005,14.950000000000003,1.8199999999999363,-0.45000000000000284,0.010700000000000001,0.024000000000000007,-8.224,32.054,14.9304,0.282,28.008,0.3463,0.738,6.702,1.0744,5.778,86.492,6.3372,20.27,534.25,24.6253,-0.844,-65.766,1.6563,-0.3021,0.3476,0.6921,-0.102,0.199,0.2652,210.48,344.04
2026-03-01 05:19:00,SAT-002,21.14,28.12,4.88,90.69,545.29,-65.7,0.0241,0.113,BATTERY,NORMAL,-2.8200000000000003,-0.34999999999999787,-0.4900000000000002,-2.8799999999999955,4.059999999999945,5.6299999999999955,9.99999999999994e-05,0.079,-1.48,22.62,1.679,-0.164,28.284,0.1596,-0.538,5.418,0.3293,3.74,86.95,4.8866,13.036,532.254,13.6993,3.666,-69.366,2.1396,-0.0139,0.038,0.0149,0.0484,0.0646,0.0312,137.23,408.06
2026-03-01 05:20:00,SAT-003,38.0,26.66,30.46,86.31,539.96,-65.6,0.0493,0.07,POWER,ANOMALY,12.489999999999998,-1.5500000000000007,24.54,-9.509999999999991,28.610000000000014,-2.1999999999999957,-0.0017000000000000001,0.03200000000000001,8.176,29.824,5.2205,-0.68,27.34,1.5376,17.828,12.632,10.4312,12.162,74.148,26.4255,4.8,535.16,22.5861,9.242,-74.842,18.4948,0.0,0.0493,0.0076,-0.0226,0.0926,0.0391,812.06,-272.1
2026-03-01 05:21:00,SAT-004,21.87,28.45,6.43,88.37,581.74,-68.36,0.0428,0.065,THERMAL,NORMAL,-2.41,0.10999999999999943,1.4100000000000001,-0.3399999999999892,2.590000000000032,-2.010000000000005,-0.010500000000000002,-0.063,1.072,20.798,3.2075,0.206,28.244,0.2384,0.18,6.25,0.805,-0.488,88.858,2.3743,46.296,535.444,45.5174,-0.884,-67.476,1.2373,-0.0045,0.0473,0.0092,-0.028,0.093,0.0227,182.93,398.81
2026-03-01 05:22:00,INSAT-3D,24.28,28.01,6.06,80.26,522.81,-68.85,0.0419,0.073,ATTITUDE,NORMAL,-1.5199999999999996,5.630000000000003,-1.3900000000000006,-10.599999999999994,308.23999999999995,-0.36999999999999034,-0.0030999999999999986,0.030999999999999993,-2.784,27.064,2.4139,1.072,26.938,2.5563,-0.39,6.45,0.7738,-6.376,86.636,5.1976,109.16,413.65,164.1356,-0.784,-68.066,4.3147,0.0017,0.0402,0.0105,-1.8638,1.9368,4.1559,169.74,353.07
2026-03-01 05:23:00,GSAT-30,23.56,28.08,5.19,90.93,490.48,-71.9,0.0552,0.125,THERMAL,NORMAL,-1.7699999999999996,0.06999999999999673,-1.6099999999999994,-0.06999999999999318,-2.759999999999991,-2.730000000000004,0.009099999999999997,0.061,-1.716,25.276,1.1576,0.102,27.978,0.1008,-1.492,6.682,1.0129,0.352,90.578,2.3033,-24.242,514.722,30.5028,-2.918,-68.982,2.2891,0.005,0.0502,0.0075,0.0312,0.0938,0.0225,145.74,344.74
2026-03-01 05:24:00,SAT-001,25.77,27.83,5.94,90.04,533.49,-115.9,0.0481,0.079,COMMUNICATION,ANOMALY,1.9400000000000013,-0.46000000000000085,-1.5,-2.2299999999999898,-21.029999999999973,-49.290000000000006,0.002599999999999998,-0.018000000000000002,-6.73,32.5,14.643,-0.118,27.948,0.3459,-0.554,6.494,1.1073,4.058,85.982,5.804,-8.178,541.668,13.4018,-40.522,-75.378,22.6834,-0.3018,0.3499,0.6908,-0.1274,0.2064,0.2602,165.31,368.18
2026-03-01 05:25:00,SAT-002,21.98,27.85,5.77,82.54,547.63,-67.94,0.0321,0.098,BATTERY,NORMAL,0.8399999999999999,-0.2699999999999996,0.8899999999999997,-8.149999999999991,2.340000000000032,-2.239999999999995,0.007999999999999997,-0.015,-0.718,22.698,1.6274,-0.354,28.204,0.2535,0.33,5.44,0.3523,-4.338,86.878,4.9633,10.292,537.338,13.7567,1.018,-68.958,2.1872,-0.0054,0.0375,0.0151,0.0224,0.0756,0.0314,160.69,386.94
2026-03-01 05:26:00,SAT-003,20.85,28.08,7.56,87.63,423.63,-72.41,0.0399,0.111,ATTITUDE,NORMAL,-17.15,1.4199999999999982,-22.900000000000002,1.3199999999999932,-116.33000000000004,-6.810000000000002,-0.009399999999999999,0.040999999999999995,-7.674,28.524,6.6139,0.858,27.222,1.4288,-5.29,12.85,10.2805,13.178,74.452,26.6056,-87.038,510.668,53.2933,-4.62,-67.79,3.4574,-0.0101,0.05,0.0062,0.0226,0.0884,0.0347,212.28,211.35
2026-03-01 05:27:00,SAT-004,23.93,28.26,5.63,96.45,572.39,-67.9,0.0657,0.082,THERMAL,NORMAL,2.0599999999999987,-0.18999999999999773,-0.7999999999999998,8.079999999999998,-9.350000000000023,0.45999999999999375,0.022899999999999997,0.017,1.5,22.43,1.7582,0.004,28.256,0.2371,-0.454,6.084,0.8358,6.826,89.624,3.9718,23.37,549.02,44.0848,-0.392,-67.508,1.2479,0.0121,0.0536,0.0087,-0.0098,0.0918,0.0231,159.1,413.29
2026-03-01 05:28:00,INSAT-3D,29.29,28.21,6.82,84.59,532.86,-67.49,1.5466,0.668,ATTITUDE,ANOMALY,5.009999999999998,0.1999999999999993,0.7600000000000007,4.329999999999998,10.050000000000068,1.3599999999999994,1.5047,0.5950000000000001,1.616,27.674,2.5359,1.268,26.942,2.5588,0.084,6.736,0.4998,-1.332,85.922,5.1811,125.882,406.978,156.9019,1.14,-68.63,3.9267,1.2073,0.3393,0.675,-1.3784,2.0464,4.1029,192.39,340.47
2026-03-01 05:29:00,GSAT-30,21.82,28.02,6.55,85.85,553.31,-68.57,0.0458,0.093,ATTITUDE,NORMAL,-1.7399999999999984,-0.05999999999999872,1.3599999999999994,-5.0800000000000125,62.82999999999993,3.3300000000000125,-0.009399999999999999,-0.032,-2.852,24.672,1.9551,0.04,27.98,0.1017,0.122,6.428,0.7911,-3.34,89.19,2.6949,28.252,525.058,33.5602,1.028,-69.598,1.3264,-0.0015,0.0473,0.0052,-0.0026,0.0956,0.0219,183.53,369.78
2026-03-01 05:30:00,SAT-001,22.57,28.4,7.19,83.62,475.17,-65.49,0.0466,0.03,POWER,NORMAL,-3.1999999999999993,0.5700000000000003,1.25,-6.420000000000002,-58.31999999999999,50.41000000000001,-0.0014999999999999944,-0.049,-9.028,31.598,15.1891,0.432,27.968,0.3731,0.224,6.966,0.6137,-2.272,85.892,5.8444,-56.966,532.136,32.9061,10.244,-75.734,22.4674,0.0045,0.0421,0.0064,-0.0482,0.0782,0.031,204.2,270.97
